PL_NAME,SPEC_TYPE,AUTHORS,NUM_DATAPOINTS,INSTRUMENT,FACILITY,MINWAVELNG,MAXWAVELNG,MINTRANMID,MAXTRANMID,NOTE
HD 189733 b,Transmission,Pont et al. 2013,10,Advanced Camera for Surveys,Hubble Space Telescope satellite,0.575,1.025,2453877.209,2453877.209,Unknown
HD 189733 b,Transmission,Pont et al. 2013,7,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,7.85,2454039.2228,2455559.5546,Unknown
HD 189733 b,Transmission,Pont et al. 2013,1,Multiband Imaging Photometer (MIPS),Spitzer Space Telescope satellite,24.0,24.0,2454398.6056,2454398.6056,Unknown
HD 189733 b,Transmission,Pont et al. 2013,22,Near Infrared Camera and Multi-Object Spectrometer,Hubble Space Telescope satellite,1.492,2.468,2454219.9818,2454689.2672,Unknown
HD 189733 b,Transmission,Pont et al. 2013,16,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.33,0.6321,2455148.4682,2455334.8098,Unknown
HD 189733 b,Transmission,Pont et al. 2013,4,Wide Field Camera 3,Hubble Space Telescope satellite,1.105,1.607,2455443.5237,2455510.0983,Unknown
HD 189733 b,Transmission,Gibson et al. 2012,4,Wide Field Camera 3,Hubble Space Telescope satellite,1.105,1.607,2458844.5603,2458844.5603,Unknown
HD 189733 b,Transmission,Sing et al. 2011,5,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.33,0.545,2458844.5603,2458844.5603,Unknown
HD 189733 b,Transmission,Wyttenbach et al. 2015,1,HARPS Echelle Spectrograph,European Southern Observatory's 3.6 meter Telescope,0.5893,0.5893,2458844.5603,2458844.5603,Unknown
HD 189733 b,Transmission,Di Gloria et al. 2015,7,HARPS Echelle Spectrograph,European Southern Observatory's 3.6 meter Telescope,0.395,0.675,2458844.5603,2458844.5603,Unknown
HD 189733 b,Transmission,Swain et al. 2008,18,Near Infrared Camera and Multi-Object Spectrometer,Hubble Space Telescope satellite,1.484,2.463,2458844.5603,2458844.5603,Unknown
HD 189733 b,Transmission,Angerhausen et al. 2015,2,HIPO,Stratospheric Observatory For Infrared Astronomy,0.4407,0.9222,2458844.5603,2458844.5603,Unknown
HD 189733 b,Transmission,Sing et al. 2016,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.55,4.5,2458844.5603,2458844.5603,Unknown
HD 189733 b,Transmission,Sing et al. 2016,2,Near Infrared Camera and Multi-Object Spectrometer,Hubble Space Telescope satellite,1.925,2.3,2458844.5603,2458844.5603,Unknown
HD 189733 b,Transmission,Sing et al. 2016,20,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.345,1.085,2458844.5603,2458844.5603,Unknown
HD 189733 b,Transmission,Sing et al. 2016,29,Wide Field Camera 3,Hubble Space Telescope satellite,1.1279,1.635,2458844.5603,2458844.5603,Unknown
HD 189733 b,Transmission,Borsa et al. 2016,7,HARPS Echelle Spectrograph,European Southern Observatory's 3.6 meter Telescope,0.41,0.675,2453988.8034,2453988.8034,Unknown
HD 189733 b,Transmission,Barnes et al. 2016,15,HARPS Echelle Spectrograph,European Southern Observatory's 3.6 meter Telescope,0.3934,0.6563,2458844.5603,2458844.5603,Unknown
HD 189733 b,Transmission,McCullough et al. 2014,28,Wide Field Camera 3,Hubble Space Telescope satellite,1.1279,1.635,2458844.5603,2458844.5603,Unknown
HD 189733 b,Transmission,Cubillos et al. 2023,15,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.2297,0.3044,2458844.5603,2458844.5603,NUV Transmission Spectrum at R=50 (Table A.1)
HD 189733 b,Transmission,Cubillos et al. 2023,3,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.2405,0.295,2458844.5603,2458844.5603,NUV Transmission Spectrum at R=10 (Table A.3)
HD 189733 b,Transmission,Cubillos et al. 2023,10,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.2309,0.303,2458844.5603,2458844.5603,NUV Transmission Spectrum at R=33 (Table A.2)
HD 189733 b,Transmission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
HD 189733 b,Transmission,King et al. 2021,2,XMM-Newton Optical Monitor,ESA XMM-Newton X-Ray Multi-Mirror Mission Satellite,0.212,0.291,2458844.5603,2458844.5603,Unknown
HD 189733 b,Transmission,Fu et al. 2024,139,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.4046,4.9737,2458844.5603,2458844.5603,Figure 2
HD 189733 b,Transmission,Zhang et al. 2024,53,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.425,4.975,2458844.5603,2458844.5603,Unknown
HD 202772 A b,Eclipse,Adams et al. 2024,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Unknown
HD 209458 b,Eclipse,Evans et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2458844.5603,2458844.5603,"Table 4, 2014 Feb 17"
HD 209458 b,Eclipse,Evans et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,5.8,5.8,2458844.5603,2458844.5603,"Table 4, 2005 Nov 28"
HD 209458 b,Eclipse,Evans et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,"Table 4, 2010 Jan 21"
HD 209458 b,Eclipse,Evans et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,8.0,8.0,2458844.5603,2458844.5603,"Table 4, 2007 Dec 25"
HD 209458 b,Eclipse,Knutson et al. 2008,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,2458844.5603,2458844.5603,Table 1
HD 209458 b,Eclipse,Crossfield et al. 2012,1,Multiband Imaging Photometer (MIPS),Spitzer Space Telescope satellite,24.0,24.0,2458844.5603,2458844.5603,"B. temperature from abstract/text, not Table 5"
HD 209458 b,Eclipse,Zellem et al. 2014,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,eclipse depth taken from Abstract
HD 209458 b,Eclipse,Diamond-Lowe et al. 2014,4,Infrared Array Camera (IRAC),Spitzer Space Telescope,3.6,8.0,2458844.5603,2458844.5603,eclipse depth taken from Abstract
HD 209458 b,Eclipse,Line et al. 2016,10,Wide Field Camera 3,Hubble Space Telescope satellite,1.151,1.624,2458844.5603,2458844.5603,Table 2
HD 209458 b,Eclipse,Changeat et al. 2022,6,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,24.0,2458844.5603,2458844.5603,Figure 2
HD 209458 b,Eclipse,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
HD 209458 b,Transmission,Evans et al. 2015,8,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,2454458.5873,2455216.4056,Unknown
HD 209458 b,Transmission,Deming et al. 2013,28,Wide Field Camera 3,Hubble Space Telescope satellite,1.119,1.628,2456196.2893,2456196.2893,Unknown
HD 209458 b,Transmission,Sing et al. 2016,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.56,4.5,2458844.5603,2458844.5603,Unknown
HD 209458 b,Transmission,Sing et al. 2016,93,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.3072,0.9475,2458844.5603,2458844.5603,Unknown
HD 209458 b,Transmission,Sing et al. 2016,29,Wide Field Camera 3,Hubble Space Telescope satellite,1.1217,1.6391,2458844.5603,2458844.5603,Unknown
HD 209458 b,Transmission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
HD 209458 b,Transmission,Panek et al. 2023,20,Wide Field Camera 3,Hubble Space Telescope satellite,1.0994,1.6616,2458844.5603,2458844.5603,Unknown
HD 209458 b,Transmission,Xue et al. 2024,69,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.38,4.98,2458844.5603,2458844.5603,"Figure 6, Sparta pipeline"
HD 209458 b,Transmission,Xue et al. 2024,69,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.38,4.98,2458844.5603,2458844.5603,"Figure 6, Eureka! pipeline"
HD 219666 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
HD 219666 b,Transmission,Murphy et al. 2025,15,Wide Field Camera 3,Hubble Space Telescope satellite,1.13,1.604,2458844.5603,2458844.5603,"G141, Combined Visits"
HD 219666 b,Transmission,Murphy et al. 2025,15,Wide Field Camera 3,Hubble Space Telescope satellite,1.13,1.604,2458975.2271,2458975.2271,"G141, Visit 2"
HD 219666 b,Transmission,Murphy et al. 2025,15,Wide Field Camera 3,Hubble Space Telescope satellite,1.13,1.604,2458800.2271,2458800.2271,"G141, Visit 1"
HD 3167 c,Transmission,Guilluy et al. 2021,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6295,2458844.5603,2458844.5603,Table 5
HD 95086 b,Direct Imaging,M&acirc;lin et al. 2024,2,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,10.575,11.3,2460019.6458,2460019.6819,Flux values are from Table 6
HD 97658 b,Transmission,Knutson et al. 2014,28,Wide Field Camera 3,Hubble Space Telescope satellite,1.132,1.622,2456665.4668,2456665.4668,Unknown
HD 97658 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
HIP 41378 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
HIP 41378 f,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
HIP 41378 f,Transmission,Alam et al. 2022,30,Wide Field Camera 3,Hubble Space Telescope satellite,1.113,1.652,2459355.1014,2459355.1014,Table 1
HIP 65426 b,Direct Imaging,Carter et al. 2023,2,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,11.307,15.514,2459778.2708,2459778.2708,Unknown
HIP 65426 b,Direct Imaging,Carter et al. 2023,5,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.523,4.397,2459782.5833,2459782.5833,Unknown
HIP 67522 b,Transmission,Thao et al. 2024,141,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7431,5.1596,2458844.5603,2458844.5603,ExoTiC + Chromatic (Section 5.3)
HIP 67522 b,Transmission,Thao et al. 2024,230,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7501,5.1719,2458844.5603,2458844.5603,JWST Science Calibration Pipeline + ExoTiC-JEDI (Section 5.2)
HIP 67522 b,Transmission,Thao et al. 2024,346,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7522,5.171,2458844.5603,2458844.5603,ExoTiC+ custom (Section 5.4)
HR 2562 b,Direct Imaging,Godoy et al. 2024,3,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,10.575,15.5,2458844.5603,2458844.5603,"Filters F1065C, F1140C, and F1550C"
HR 8799 b,Direct Imaging,Boccaletti et al. 2024,3,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,10.575,15.5,2459891.3882,2459891.8729,rate
HR 8799 b,Direct Imaging,Boccaletti et al. 2024,3,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,10.575,15.5,2459891.3882,2459891.8729,cal
HR 8799 c,Direct Imaging,Wang et al. 2022,22,CHARIS integral field spectrograph,Subaru Telescope,1.16,2.369,2458363.969,2458363.969,Night 2
HR 8799 c,Direct Imaging,Wang et al. 2022,22,CHARIS integral field spectrograph,Subaru Telescope,1.16,2.369,2458362.969,2458362.969,Night 1
HR 8799 c,Direct Imaging,Doelman et al. 2022,51,LMIRCam/ALES,Large Binocular Telescope Observatory,3.081,4.144,2458744.5,2458744.5,Unknown
HR 8799 c,Direct Imaging,Boccaletti et al. 2024,2,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,10.575,11.3,2459891.3882,2459891.85,rate
HR 8799 c,Direct Imaging,Boccaletti et al. 2024,2,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,10.575,11.3,2459891.3882,2459891.85,cal
HR 8799 c,Direct Imaging,Greenbaum et al. 2018,111,Gemini Planet Imager (GPI),Gemini Observatory,1.5078,2.3697,2456614.5,2457650.5,Full Reduced Spectrum
HR 8799 d,Direct Imaging,Wang et al. 2022,22,CHARIS integral field spectrograph,Subaru Telescope,1.16,2.369,2458363.969,2458363.969,Night 2
HR 8799 d,Direct Imaging,Wang et al. 2022,22,CHARIS integral field spectrograph,Subaru Telescope,1.16,2.369,2458362.969,2458362.969,Night 1
HR 8799 d,Direct Imaging,Doelman et al. 2022,51,LMIRCam/ALES,Large Binocular Telescope Observatory,3.081,4.144,2458744.5,2458744.5,Unknown
HR 8799 d,Direct Imaging,Boccaletti et al. 2024,2,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,10.575,11.3,2459891.3882,2459891.85,rate
HR 8799 d,Direct Imaging,Boccaletti et al. 2024,2,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,10.575,11.3,2459891.3882,2459891.85,cal
HR 8799 d,Direct Imaging,Greenbaum et al. 2018,111,Gemini Planet Imager (GPI),Gemini Observatory,1.5078,2.3697,2456614.5,2457650.5,Full Reduced Spectrum
HR 8799 e,Direct Imaging,Wang et al. 2022,22,CHARIS integral field spectrograph,Subaru Telescope,1.16,2.369,2458362.969,2458362.969,Night 1
HR 8799 e,Direct Imaging,Wang et al. 2022,22,CHARIS integral field spectrograph,Subaru Telescope,1.16,2.369,2458363.969,2458363.969,Night 2
HR 8799 e,Direct Imaging,Doelman et al. 2022,51,LMIRCam/ALES,Large Binocular Telescope Observatory,3.081,4.144,2458744.5,2458744.5,Unknown
HR 8799 e,Direct Imaging,Boccaletti et al. 2024,2,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,10.575,11.3,2459891.3882,2459891.85,cal
HR 8799 e,Direct Imaging,Boccaletti et al. 2024,2,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,10.575,11.3,2459891.3882,2459891.85,rate
HR 8799 e,Direct Imaging,Greenbaum et al. 2018,87,Gemini Planet Imager (GPI),Gemini Observatory,1.5217,2.3287,2456614.5,2457650.5,Full Reduced Spectrum
K2-18 b,Transmission,Tsiaras et al. 2019,17,Wide Field Camera 3,Hubble Space Telescope satellite,1.156,1.606,2458844.5603,2458844.5603,Unknown
K2-18 b,Transmission,Benneke et al. 2019,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.54,4.49,2458844.5603,2458844.5603,Unknown
K2-18 b,Transmission,Benneke et al. 2019,1,Kepler CCD camera,The Kepler Mission,0.66,0.66,2458844.5603,2458844.5603,Unknown
K2-18 b,Transmission,Benneke et al. 2019,17,Wide Field Camera 3,Hubble Space Telescope satellite,1.14,1.61,2458844.5603,2458844.5603,Unknown
K2-18 b,Transmission,Madhusudhan et al. 2023,1010,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.8523,2.827,2458844.5603,2458844.5603,Figure 3
K2-18 b,Transmission,Madhusudhan et al. 2023,3401,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7428,5.1743,2458844.5603,2458844.5603,Figure 3
K2-18 b,Transmission,Madhusudhan et al. 2025,29,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.7763,11.7914,2460426.6288,2460426.6288,"Figure 4, JExoRES"
K2-18 b,Transmission,Madhusudhan et al. 2025,29,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.776,11.7913,2460426.6288,2460426.6288,"Figure 4, JexoPipe"
K2-22 b,Transmission,Tusay et al. 2025,230,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.3912,11.8458,2458844.5603,2458844.5603,"Infrared Spectrum, Unbinned"
K2-22 b,Transmission,Tusay et al. 2025,17,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.5243,11.5988,2458844.5603,2458844.5603,"Infrared Spectrum, Binned, R17"
K2-22 b,Transmission,Tusay et al. 2025,1,Teledyne e2v CCD detector,CHaracterising ExOPlanet Satellite (CHEOPS),0.715,0.715,2458844.5603,2458844.5603,Optical Spectrum
K2-24 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
K2-26 b,Transmission,Beichman et al. 2016,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
K2-26 b,Transmission,Beichman et al. 2016,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
K2-3 b,Transmission,Beichman et al. 2016,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
K2-3 b,Transmission,Beichman et al. 2016,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
K2-3 c,Transmission,Beichman et al. 2016,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
K2-3 c,Transmission,Beichman et al. 2016,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
K2-3 d,Transmission,Beichman et al. 2016,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
K2-3 d,Transmission,Beichman et al. 2016,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
KELT-1 b,Eclipse,Beatty et al. 2014,1,Apogee CCD,University of Louisville 0.6m (24inch) Telescope at Moore Observatory,0.905,0.905,2458844.5603,2458844.5603,eclipse depth taken from Abstract
KELT-1 b,Eclipse,Beatty et al. 2014,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,eclipse depth taken from Abstract
KELT-1 b,Eclipse,Croll et al. 2015,1,WIRCam,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,2.19,2.19,2458844.5603,2458844.5603,"Table 5, KELT-1 Ks band, Actual Eclipse Depth"
KELT-1 b,Eclipse,Beatty et al. 2017,5,LUCI1,LBT Consortium Large Binocular Telescope (LBT) at Mount Graham International Observatory,1.57,1.73,2458844.5603,2458844.5603,Table 3
KELT-1 b,Eclipse,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Figure 2
KELT-1 b,Eclipse,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
KELT-1 b,Transmission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
KELT-1 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,G141
KELT-11 b,Transmission,Col&oacute;n et al. 2020,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,2458844.5603,2458844.5603,Unknown
KELT-11 b,Transmission,Col&oacute;n et al. 2020,21,Wide Field Camera 3,Hubble Space Telescope satellite,1.137,1.637,2458844.5603,2458844.5603,Unknown
KELT-11 b,Transmission,Changeat et al. 2020,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,Unknown
KELT-2 A b,Eclipse,Piskorz et al. 2018,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 2
KELT-2 A b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
KELT-20 b,Eclipse,Fu et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Table 1
KELT-20 b,Eclipse,Fu et al. 2022,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.8,0.8,2458844.5603,2458844.5603,Table 1
KELT-20 b,Eclipse,Fu et al. 2022,29,Wide Field Camera 3,Hubble Space Telescope satellite,1.13,1.64,2458844.5603,2458844.5603,Table 1
KELT-3 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
KELT-7 b,Eclipse,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Figure 2
KELT-7 b,Eclipse,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
KELT-7 b,Eclipse,Mansfield et al. 2021,14,Wide Field Camera 3,Hubble Space Telescope satellite,1.139,1.64,2458844.5603,2458844.5603,Supplementary Table 5
KELT-7 b,Eclipse,Pluriel et al. 2020,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,Table 4
KELT-7 b,Eclipse,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 1 & 6
KELT-7 b,Transmission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
KELT-7 b,Transmission,Pluriel et al. 2020,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.8,0.8,2458844.5603,2458844.5603,Table 4
KELT-7 b,Transmission,Pluriel et al. 2020,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,Table 4
KELT-7 b,Transmission,Garhart et al. 2020,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Table 3
KELT-9 b,Eclipse,Changeat &amp; Edwards 2021,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,2458844.5603,2458844.5603,Unknown
KELT-9 b,Eclipse,Wong et al. 2020,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.787,0.787,2458844.5603,2458844.5603,Unknown
KELT-9 b,Eclipse,Changeat et al. 2022,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Figure 2
KELT-9 b,Eclipse,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,2458844.5603,2458844.5603,Figure 2
KELT-9 b,Eclipse,Jacobs et al. 2022,23,Wide Field Camera 3,Hubble Space Telescope satellite,1.1302,1.6425,2458844.5603,2458844.5603,Figure 2
KELT-9 b,Transmission,Cauley et al. 2019,19,Potsdam Echelle Polarimetric & Spectroscopic Instrument (PEPSI),LBT Consortium Large Binocular Telescope (LBT) at Mount Graham International Observatory,0.4805,0.6563,2458844.5603,2458844.5603,Unknown
KELT-9 b,Transmission,Turner et al. 2020,4,CARMENES,Max Planck Institute for Astronomy and Institute of Astrophysics of Andalusia (CSIC) 3.5m Telescope at Calar Alto Observatory,0.6565,0.8665,2458844.5603,2458844.5603,Unknown
KELT-9 b,Transmission,Egan et al. 2024,8,CUTE NUV Spectrograph,Colorado Ultraviolet Transit Experiment (CUTE),0.2533,0.3233,2459850.5667,2459850.5667,"100 A bin widths, Visit 1 (Table 3)"
KELT-9 b,Transmission,Egan et al. 2024,8,CUTE NUV Spectrograph,Colorado Ultraviolet Transit Experiment (CUTE),0.2533,0.3233,2459852.0479,2459852.0479,"100 A bin widths, Visit 2 (Table 3)"
KELT-9 b,Transmission,Egan et al. 2024,33,CUTE NUV Spectrograph,Colorado Ultraviolet Transit Experiment (CUTE),0.2495,0.3295,2459850.5667,2459850.5667,"25 A bin widths, Visit 1 (Table 4)"
KELT-9 b,Transmission,Egan et al. 2024,33,CUTE NUV Spectrograph,Colorado Ultraviolet Transit Experiment (CUTE),0.2495,0.3295,2459852.0479,2459852.0479,"25 A bin widths, Visit 2 (Table 4)"
KOI-12 b,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
KOI-12 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
KOI-13 b,Eclipse,Beatty et al. 2017,15,Wide Field Camera 3,Hubble Space Telescope satellite,1.142,1.632,2458844.5603,2458844.5603,Table 4
KOI-13 b,Eclipse,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2458844.5603,2458844.5603,Figure 2
KOI-13 b,Eclipse,Changeat et al. 2022,15,Wide Field Camera 3,Hubble Space Telescope satellite,1.142,1.632,2458844.5603,2458844.5603,Figure 2
KOI-13 b,Eclipse,Mansfield et al. 2021,14,Wide Field Camera 3,Hubble Space Telescope satellite,1.139,1.64,2458844.5603,2458844.5603,Supplementary Table 5
KOI-13 b,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
KOI-13 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
KOI-94 d,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
KOI-94 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-10 c,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-10 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
Kepler-102 d,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,2458844.5603,2458844.5603,Unknown
Kepler-102 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,2458844.5603,2458844.5603,Unknown
